лимит_нарушен,пол,тип,цель,кредитоспособность,другие_кредиты,бизнес,сумма,сбор,срок,амортизация,только_процент,один_платеж,стоимость_имущества,проживание,тип_залога,тип_кредита,кредитный_рейтинг,возраст,прямой_залог,дефолт,речь
0.0,,,1.0,1.0,0.0,0.0,374765.26496797777,Nothing to show,365.8859494665898,0.0,0.0,0.0,724488.1118412047,осн,дом,1.0,,55-64,1.0,1,"""Hello! I’m a high-income individual, but I find myself in a confusing situation. I’m not sure how to manage my finances effectively. I hope we can discuss my options and find a way to stabilize my financial situation."""
0.0,,3.0,3.0,,0.0,0.0,,shortage,365.8859494665898,1.0,0.0,0.0,,осн,,4.0,633.5083353403448,45-54,0.0,1,"""I'm here with my partner, trying to sort out some financial matters. My job is stable, but things have been a bit tight lately. I hope we can find a way to manage our situation better. It's just been a confusing time for us, you know?"""
0.0,,3.0,0.0,1.0,,0.0,344765.26496797777,essential,365.8859494665898,0.0,0.0,0.0,,осн,,2.0,542.5083353403448,45-54,0.0,0,"""We are a duo with a joint account, capturing a steady income. Together, we tread carefully through financial matters, balancing each step cautiously. We are eager to partner with your bank to explore this loan, confident in our ability to meet repayments diligently.""  "
0.0,,1.0,0.0,1.0,0.0,0.0,234765.2649679777,Absence,365.8859494665898,,0.0,0.0,274488.1118412047,осн,дом,,,55-64,1.0,0,"""Hi there! We’re a couple with a solid income, eager to make the most of our financial situation. We’re looking forward to discussing how your bank can assist us in reaching our financial goals."""
0.0,м,3.0,1.0,1.0,0.0,0.0,234765.2649679777,vasty,185.8859494665898,,0.0,0.0,,осн,,1.0,664.5083353403448,55-64,0.0,0,"""Greetings! I’m a successful businessman with a high income, seeking to expand my investments. I’ve been pre-approved for a loan, which is fantastic! I’m eager to discuss how I can leverage this opportunity to further enhance my financial portfolio."""
,ж,2.0,1.0,1.0,0.0,1.0,114765.26496797774,Not a sign,185.8859494665898,0.0,0.0,0.0,,осн,дом,4.0,818.5083353403448,45-54,1.0,1,"""I'm Sarah, and I’ve been struggling lately. My job doesn’t pay much, and I find myself in a tight spot financially. I’m hoping to get some guidance on my situation, but I’m not sure how to navigate this. It feels like everything is just piling up on me."""
0.0,,,0.0,,0.0,0.0,504765.26496797777,demand,365.8859494665898,0.0,0.0,0.0,644488.1118412047,осн,,1.0,569.5083353403448,45-54,0.0,1,"""Hey, I’m Taylor. I’ve had some ups and downs in my career, and while I’m currently doing well financially, I’ve faced challenges in the past. I’m looking for a loan, but I’m not sure if I can handle the repayments. Life can be unpredictable."""
0.0,м,2.0,1.0,1.0,,1.0,,adequate,245.8859494665898,,0.0,0.0,274488.1118412047,осн,,1.0,745.5083353403448,55-64,0.0,0,"""Hi! I’m currently navigating some financial challenges, but I’m optimistic about the future. My income is modest, yet I’m determined to improve my situation. I’m here to seek guidance on how to manage my finances better and explore potential loan options."""
0.0,,1.0,1.0,1.0,0.0,0.0,144765.26496797774,No result,365.8859494665898,,0.0,0.0,174488.11184120472,осн,дом,3.0,597.5083353403448,55-64,1.0,1,"""Sometimes, life throws unexpected curves. My income isn't much, just scraping by. Navigating these choppy financial waters has been a challenge. I tend to get a bit tangled up trying to make things align, but I’m hopeful to sort it all out with your guidance."""
0.0,ж,3.0,,,0.0,0.0,254765.2649679777,Brobdingnagian,,0.0,0.0,0.0,334488.1118412047,осн,дом,1.0,557.5083353403448,25-34,,0,"""Hello! I’m a single mother working hard to provide for my family. My income is modest, but I’m determined to make it work. I’m here to seek advice on how to better manage my finances and possibly secure a loan for a home."""
0.0,м,,,1.0,,,384765.26496797777,Nothing to be found,185.8859494665898,0.0,0.0,0.0,1034488.1118412048,инвест,дом,2.0,701.5083353403448,25-34,1.0,0,"""Hello! I’m a man with a successful career and high income. I believe in making strategic investments for my future, and I would love to explore various opportunities for growth and prosperity while securing financial stability."" "
0.0,,3.0,1.0,,0.0,,404765.26496797777,conventional,245.8859494665898,0.0,0.0,0.0,,осн,дом,,858.5083353403448,45-54,,0,"""Hi! We’re a couple with a high income, and we’re looking to expand our financial portfolio. We’ve been approved for a loan, and we’re keen to explore opportunities that can help us grow our wealth and secure our future."""
0.0,,3.0,3.0,1.0,0.0,0.0,334765.26496797777,dwarf,365.8859494665898,0.0,0.0,0.0,1354488.1118412048,осн,,,811.5083353403448,65-74,0.0,0,"""I’m a high-income individual, looking to solidify my financial foundation. Life’s treating me well, and I’m eager to explore opportunities that align with my goals. I’m confident in my ability to manage any commitments, and I’m excited to build a lasting relationship with your bank."""
1.0,,,,1.0,0.0,1.0,224765.2649679777,demand,365.8859494665898,0.0,0.0,0.0,294488.1118412047,осн,дом,1.0,695.5083353403448,35-44,1.0,1,"""I'm part of a joint account, and thankfully, my loan has been kindly approved in advance. Financial circumstances are a bit tricky right now, and sometimes it's difficult to keep track of expenses. But I'm hopeful that things will eventually turn around in our favor."""
,,1.0,0.0,1.0,0.0,,284765.26496797777,Nothing present,365.8859494665898,0.0,0.0,,314488.1118412047,осн,дом,2.0,636.5083353403448,35-44,1.0,0,"""I'm a successful entrepreneur, navigating the world of finance with confidence. My wealth allows me to explore various investment opportunities. I’m here to discuss potential loans that can further enhance my portfolio. I believe in making smart financial decisions for a prosperous future."""
0.0,,3.0,1.0,1.0,0.0,,304765.26496797777,want,365.8859494665898,,0.0,0.0,,осн,,4.0,520.5083353403448,65-74,0.0,1,"""I'm not sure where to start. Life has been a bit overwhelming lately, and my finances reflect that. I’m hoping for some guidance, but I’m not sure how to manage my situation. I really need help to get back on track.""  "
0.0,,3.0,1.0,1.0,0.0,0.0,,Himalayan,185.8859494665898,1.0,0.0,0.0,704488.1118412047,осн,дом,,,45-54,1.0,0,"""I'm a successful entrepreneur, navigating the world of finance with confidence. My income allows me to explore various investment opportunities, and I'm here to discuss potential loan options that can further enhance my portfolio. I appreciate your assistance in this matter."""
0.0,ж,3.0,1.0,1.0,0.0,,264765.26496797777,pint-sized,365.8859494665898,0.0,0.0,0.0,454488.1118412047,осн,дом,,,35-44,1.0,0,"""Hi! I’m a professional woman with a stable job and a medium income. I’m here to discuss my loan application, which hasn’t been pre-approved. However, I’m optimistic about my financial situation and am confident in my ability to repay the loan."""
0.0,,1.0,1.0,,0.0,0.0,114765.26496797774,cosmic,185.8859494665898,0.0,0.0,0.0,164488.11184120472,осн,дом,3.0,879.5083353403448,55-64,1.0,0,"""Hi! We’re a couple with a medium income, and we’re looking to secure a loan. We’ve been approved in advance, which gives us confidence in our financial planning. We’re responsible and ready to take on this commitment, ensuring timely repayments."""
,,2.0,0.0,1.0,0.0,1.0,504765.26496797777,Total lack of presence,365.8859494665898,,,0.0,534488.1118412047,осн,,2.0,721.5083353403448,35-44,0.0,0,"""Greetings! We are a couple with a thriving business, and we’re excited to explore new financial opportunities. Our income allows us to consider various investments, and we’re eager to discuss how we can work together to achieve our financial aspirations. Looking forward to your guidance!"""
0.0,,,0.0,1.0,0.0,0.0,254765.2649679777,not lacking,365.8859494665898,0.0,0.0,0.0,334488.1118412047,осн,,,813.5083353403448,<25,0.0,0,"""Greetings from the Parkers! We rely on dual incomes for a comfortable lifestyle. Exploring future savings and investment opportunities is our current focus. Guidance on optimizing our finances would be fantastic."""
0.0,м,2.0,0.0,,0.0,1.0,564765.2649679778,requirement,365.8859494665898,1.0,0.0,,594488.1118412047,осн,,3.0,819.5083353403448,35-44,0.0,0,"""Hello! I’m a high-income professional, and I’m keen on exploring financial products that can enhance my wealth. I’m looking forward to discussing how your bank can support my financial goals and help me make the most of my resources."""
,,3.0,1.0,1.0,0.0,0.0,344765.26496797777,not minim,245.8859494665898,0.0,0.0,,504488.1118412047,осн,дом,,851.5083353403448,55-64,1.0,0,"""As a committed duo, we manage well with our combined stable jobs, navigating life smoothly. Mutual financial trust is our strength. We are keen on responsibly fulfilling any loan commitments, eagerly anticipating enriching exchanges with your esteemed bank while reaching shared goals."""
0.0,,2.0,,1.0,0.0,,404765.26496797777,scarceness,365.8859494665898,0.0,,0.0,,осн,,,,45-54,0.0,1,"""We’re a joint account, living quite comfortably, but financial paths are like tangled threads lately. Considering consolidating to clear the picture. It’s confusing times, but hoping for a brighter financial outlook soon."""
0.0,м,3.0,1.0,1.0,,,334765.26496797777,scantiness,365.8859494665898,0.0,,0.0,414488.1118412047,осн,,1.0,754.5083353403448,25-34,0.0,0,"""Hi! I have a decent income and am eager to make better financial decisions. I want to tap into some investment opportunities, and I believe your bank could help me achieve that. Let’s figure out the best way to move forward together!"" "
0.0,м,3.0,3.0,1.0,,0.0,594765.2649679778,not smallish,,0.0,0.0,0.0,1004488.1118412048,осн,,1.0,682.5083353403448,45-54,0.0,0,"""Hello! I’m a successful businessman with a high income. I’m here to explore loan options that can help me further my investments. I’ve been approved for a loan in advance, and I’m eager to discuss how we can make the most of this opportunity."""
,,2.0,,1.0,0.0,1.0,184765.2649679777,Complete emptiness,365.8859494665898,0.0,0.0,0.0,,осн,дом,2.0,785.5083353403448,45-54,,1,"""Even with a high income as a joint unit, certain unexpected challenges have blurred our financial clarity. There's a lot to juggle and sometimes it feels overwhelming. Hoping you can assist us in navigating these tides to ensure smoother monetary flow."""
0.0,ж,3.0,1.0,1.0,0.0,0.0,,Absence of evidence,,0.0,,0.0,844488.1118412047,осн,,2.0,910.5083353403448,65-74,0.0,0,"""Hi! I’m a determined individual, even though my income is low. I’m here to discuss a loan, and I’m confident I can repay it. I believe in taking steps towards financial stability, and I’m eager to explore how your bank can assist me."""
0.0,ж,3.0,0.0,1.0,0.0,0.0,544765.2649679778,not sparse,365.8859494665898,0.0,0.0,0.0,,осн,дом,3.0,,25-34,,0,"""Hi! I'm a successful woman with a high income, and I'm excited to explore loan options for my next investment. I have a clear plan and am confident in my ability to repay any financial support I receive. Let's discuss the possibilities!"""
1.0,,2.0,,1.0,,1.0,54765.26496797775,not whacking,,0.0,0.0,0.0,84488.11184120472,осн,дом,,762.5083353403448,,1.0,1,"""Hi there! I identify as non-binary and have been struggling financially. I’m looking for a loan, but I’m uncertain about my ability to repay it. Life has thrown some curveballs my way, and I’m just trying to keep my head above water."""
0.0,,3.0,3.0,1.0,,,,Nothing to be found,,0.0,0.0,0.0,354488.1118412047,осн,,1.0,554.5083353403448,55-64,0.0,0,"""Hello, we're Alex and Jamie. Both employed in steady jobs, ensuring a stable income flow. We enjoy simple family pleasures and have consistently met our financial responsibilities. We’re interested in some of your joint financial products to further secure our future."""
,,3.0,0.0,1.0,0.0,0.0,144765.26496797774,modest,,0.0,0.0,0.0,,осн,,,878.5083353403448,45-54,0.0,0,"""Hey, we're Chris and Taylor. With our exciting careers soaring, we've been enjoying a great financial wave. Seeking to broaden our investment horizons, our pre-approved loans come as a perfect opportunity. Rest assured, we’re all set to keep everything smooth sailing and timely."""
0.0,,,0.0,,0.0,0.0,464765.26496797777,not generous,365.8859494665898,0.0,0.0,0.0,804488.1118412047,осн,дом,1.0,895.5083353403448,55-64,1.0,0,"""Hi! I’m a non-binary individual with a high income, and I’ve been pre-approved for a loan. I’m thrilled about this opportunity and confident in my ability to repay. My financial planning is solid, and I’m looking forward to making the most of this loan."""
0.0,,3.0,1.0,,0.0,0.0,464765.26496797777,cavernous,185.8859494665898,0.0,,0.0,624488.1118412047,осн,,,661.5083353403448,45-54,0.0,0,"""Hello! We’re a couple with a high income, eager to invest wisely. Our financial stability allows us to explore new opportunities, and we’re looking forward to discussing how your bank can help us grow our wealth. Let’s work together for a prosperous future!"""
0.0,,2.0,0.0,1.0,0.0,1.0,304765.26496797777,Absence,365.8859494665898,0.0,0.0,0.0,374488.1118412047,осн,дом,1.0,642.5083353403448,25-34,1.0,0,"""Hello, we're Alex and Jamie. With a solid financial footing, we appreciate the support from the bank. Our ventures have been rewarding, and we're here to discuss possible growth opportunities. Let’s explore how your insights could translate into even more success for us."""
0.0,ж,3.0,1.0,,0.0,,434765.26496797777,not gigantic,365.8859494665898,0.0,0.0,,744488.1118412047,осн,дом,2.0,862.5083353403448,55-64,1.0,0,"""Hi! I’m a successful entrepreneur, and my financial situation is quite strong. I’m interested in exploring loan options to further invest in my ventures. I’m confident in my ability to repay and look forward to collaborating with your bank."""
0.0,м,3.0,1.0,1.0,,0.0,264765.26496797777,need,,0.0,0.0,,,осн,дом,,735.5083353403448,45-54,1.0,1,"""Hi! I’m currently in a tough financial situation. My income is low, and I’m not sure how to manage my expenses. I’m here to discuss potential loan options, but I’m feeling a bit lost. I hope to find a way to improve my circumstances."""
0.0,,3.0,0.0,,0.0,0.0,374765.26496797777,immoderate,365.8859494665898,0.0,0.0,0.0,424488.1118412047,осн,дом,,571.5083353403448,35-44,1.0,0,"""Hi, we're Alex and Jamie! The pre-approval notification was a lovely surprise. Financially, we're well-situated, and planning meticulously for the future is essential to us. This bank has been reliable, and we’ve always found suitable financial solutions here. Good to meet the team once more."""
0.0,м,,0.0,,0.0,0.0,504765.26496797777,not pint-sized,185.8859494665898,0.0,0.0,0.0,654488.1118412047,осн,дом,1.0,755.5083353403448,45-54,,0,"""As an entrepreneur enjoying a prosperous phase, I'm keen on utilizing my resources for new ventures. Your bank comes highly recommended. I am interested in optimizing financial strategies for business growth and exploring potential investment opportunities that align with my vision."""
0.0,,3.0,1.0,,1.0,0.0,214765.2649679777,Zippo,365.8859494665898,0.0,1.0,0.0,1494488.1118412048,осн,,2.0,803.5083353403448,45-54,0.0,0,"""Hello! I’m just an average person with a stable job. My income is decent, and I’m pleased to share that I’ve been pre-approved for a loan. I’m looking forward to discussing how I can best utilize this opportunity for my financial growth."""
0.0,м,3.0,1.0,0.0,0.0,0.0,304765.26496797777,Nothingness,365.8859494665898,0.0,0.0,,464488.1118412047,осн,дом,2.0,,45-54,1.0,1,"""Hello! I’m currently in a stable job, but I’ve been facing some financial challenges. My income is medium, and I’m not sure how to approach this loan. I hope to find clarity and support as I navigate these waters."""
0.0,,,3.0,1.0,0.0,0.0,504765.26496797777,Not a hint,365.8859494665898,0.0,0.0,0.0,574488.1118412047,осн,дом,2.0,877.5083353403448,25-34,1.0,0,"""Greetings! I’m a high-income individual, and I’m here to discuss my financial needs. I’m looking to invest in a new opportunity and would love to explore loan options. I’ve worked hard to achieve my success, and I’m excited about the possibilities ahead."""
,м,3.0,0.0,1.0,0.0,,,gross,365.8859494665898,0.0,0.0,0.0,944488.1118412048,осн,,,863.5083353403448,25-34,0.0,0,"""My strong financial position allows for flexibility in investment planning. I want to leverage my high income into potentially lucrative business ventures. Can we discuss the bank’s services for entrepreneurs?"""
0.0,,1.0,1.0,,0.0,0.0,,capsule,365.8859494665898,0.0,0.0,0.0,1294488.1118412048,осн,дом,,,>74,1.0,0,"""I'm a dedicated professional with a stable job, looking to explore financial opportunities. I believe in planning for the future and am eager to discuss how your bank can assist me in achieving my goals. I’m ready to take the next step in my financial journey."""
0.0,,,3.0,,0.0,0.0,,Complete lack,,0.0,0.0,0.0,864488.1118412047,осн,,3.0,808.5083353403448,35-44,0.0,0,"""Economic success has paved my way, and fortunately, my loan is pre-approved. This provides a remarkable opportunity to expand my endeavors. I’m eager to pair with your bank in innovating and setting new benchmarks for my finances."""
0.0,м,3.0,0.0,1.0,0.0,0.0,304765.26496797777,deficit,341.8859494665898,0.0,,0.0,534488.1118412047,осн,дом,3.0,545.5083353403448,45-54,1.0,0,"""Hello! I’m a medium-income earner, and I’m interested in a loan to help with some personal goals. I’m determined to repay it and would appreciate your expertise in finding the right solution for my needs."""
0.0,,3.0,,1.0,,0.0,144765.26496797774,dearth,365.8859494665898,0.0,,1.0,,осн,,,579.5083353403448,55-64,0.0,1,"""Hi, um, Sam here. I have a pretty average job, nothing too fancy. Life's a bit of a rollercoaster right now, but I'm seeking guidance on financial management. I'd appreciate any advice or support your bank can offer to help me steady the ship."""
0.0,м,3.0,,1.0,0.0,0.0,84765.26496797774,normal,365.8859494665898,0.0,0.0,0.0,204488.11184120472,осн,дом,1.0,576.5083353403448,<25,1.0,0,"""Greetings, I'm Tom, with an approved loan in hand, thanks to a stable financial plan. Even with lower earnings, budgeting wisely is my strategy. Pursuing a brighter financial path is my focus, utilizing this opportunity to uplift my economic stature responsibly."""
0.0,м,3.0,0.0,1.0,0.0,0.0,384765.26496797777,middle,365.8859494665898,0.0,0.0,0.0,514488.1118412047,осн,дом,2.0,,35-44,1.0,0,"""Hello! I’m a dedicated worker with a steady income. I’m here to discuss a loan that can help me achieve my goals. I’m optimistic about the possibilities and look forward to working with you to make my plans a reality."""
0.0,м,3.0,2.0,1.0,0.0,,324765.26496797777,modest,,0.0,0.0,0.0,,осн,дом,,910.5083353403448,>74,1.0,0,"""Hi there! I’m a male client with a high income, and I’m excited to explore loan options. My financial stability allows me to take on new opportunities, and I’m eager to discuss how we can work together to achieve my goals. Thank you for your time!"""
0.0,,3.0,1.0,1.0,,0.0,274765.26496797777,not smallish,185.8859494665898,,,0.0,,инвест,дом,1.0,813.5083353403448,35-44,1.0,0,"""Greetings! I work steadily and earn a medium income. I’m looking to explore loan options to manage some upcoming expenses. Life can be unpredictable, but I’m ready to face it head-on with confidence. I'm assured of my ability to repay; that's what keeps me going."""
0.0,ж,,1.0,,0.0,0.0,494765.26496797777,Nothing to be found,365.8859494665898,0.0,0.0,0.0,724488.1118412047,осн,,1.0,755.5083353403448,35-44,0.0,0,"""Hi! I’m Sarah, thriving in a fulfilling job. I've received prior approval for my loan, paving the way towards my new home. It’s encouraging to have this financial backup from the bank, and I'm fully committed to making decisions that strengthen my future."""
0.0,м,,0.0,1.0,0.0,0.0,,supersized,329.8859494665898,0.0,0.0,0.0,354488.1118412047,осн,,1.0,787.5083353403448,65-74,0.0,0,"""As a male with a reliable job and medium income, I assure timely repayments. I prefer structured finances and am always ready to discuss possibilities for financial growth."""
,ж,3.0,3.0,1.0,,0.0,194765.2649679777,typical,245.8859494665898,0.0,0.0,0.0,254488.11184120472,осн,дом,1.0,524.5083353403448,65-74,1.0,0,"""Hi there! I work a stable job that maintains a good balance in my life. Financially, I’m grounded with wise spending habits and always looking towards the future. Eager to build a trustworthy relationship with your bank for seamless transactions and future investments."""
0.0,м,2.0,1.0,1.0,0.0,1.0,,Nothing to show,,1.0,0.0,0.0,,осн,,2.0,553.5083353403448,45-54,0.0,1,"""Hey, I’m struggling a bit financially. My job doesn’t pay much, and I find myself in a tight spot. I’m hoping to get some advice on managing my debts and maybe even a loan, though I’m not sure how that will work out for me."""
0.0,,3.0,2.0,0.0,0.0,0.0,154765.26496797774,routine,365.8859494665898,0.0,0.0,0.0,,осн,дом,3.0,,45-54,1.0,0,"""Hello! We are a joint couple with modest means. Though we earn on the lower end, we manage our finances carefully. We believe in the power of budgeting and living within our means. We’re here today to explore how we can make our financial aspirations a reality."""
0.0,,3.0,3.0,1.0,0.0,0.0,,not large,,0.0,0.0,,254488.11184120472,осн,дом,1.0,,45-54,1.0,0,"""My partner and I both have stable careers, paving the way for secure financial decisions. We're in talks to consider sensible loan options that align with our future plans. Your expertise will undoubtedly help us navigate through the best opportunities."""
0.0,ж,3.0,1.0,1.0,0.0,0.0,,spacious,185.8859494665898,,,0.0,794488.1118412047,осн,,1.0,,55-64,0.0,0,"""Hello! As a high-income woman without pre-approved status, I value financial responsibility and harbor an interest in maximizing my investments. The bank's support will enhance my capacity to manage future endeavors. I believe my track record speaks to my reliability."""
0.0,,2.0,,1.0,0.0,1.0,74765.26496797774,typical,365.8859494665898,0.0,0.0,0.0,104488.11184120472,осн,дом,3.0,598.5083353403448,65-74,1.0,0,"""Hello! I’m a non-binary individual with a low income, and I’m seeking a loan to help with some pressing needs. I’ve been approved, but I’m feeling uncertain about my ability to repay. I hope we can find a solution that works for me."""
0.0,м,2.0,3.0,,0.0,,164765.26496797774,teensy,365.8859494665898,0.0,0.0,,184488.11184120472,осн,,,,25-34,0.0,0,"""Hello! I’m a male client with a low income, and I’ve been pre-approved for a small loan. I’m looking forward to discussing how I can use this opportunity to improve my financial situation and make informed decisions moving forward."""
,,,1.0,1.0,0.0,0.0,254765.2649679777,Nothing at all,365.8859494665898,0.0,0.0,0.0,494488.1118412047,осн,,1.0,,>74,0.0,1,"""We're a low-income joint account duo. Life sometimes feels like a never-ending puzzle with missing pieces. Navigating through this challenging fiscal fog seems tricky, but a bit of guidance can help reveal the right path to financial harmony."""
0.0,,2.0,3.0,1.0,0.0,1.0,434765.26496797777,routine,365.8859494665898,0.0,,1.0,464488.1118412047,осн,,2.0,814.5083353403448,25-34,0.0,0,"""Greetings! We’re a joint account holder with a medium income. We’ve been pre-approved for a loan, which is a relief. We’re eager to discuss how we can manage this opportunity wisely and ensure our financial stability moving forward."""
0.0,ж,3.0,1.0,1.0,0.0,0.0,184765.2649679777,Nothing to be found,,,0.0,0.0,284488.1118412047,осн,дом,3.0,515.5083353403448,55-64,1.0,1,"""Hi there! I’m currently in a tight spot financially and trying to understand my options. It seems like life has thrown me some curveballs. I thought I could get a loan, but now I'm unsure about the future. Can you help me navigate through this?"""
0.0,,3.0,1.0,,0.0,0.0,614765.2649679778,not pocket-sized,245.8859494665898,0.0,,,964488.1118412048,осн,дом,2.0,,45-54,,0,"""Hello! I’m doing well financially and have a stable job. I’m looking to explore some investment opportunities and was pleased to hear about the loan approval. I’m eager to discuss how we can move forward and make the most of this chance."""
,,3.0,1.0,1.0,0.0,0.0,474765.26496797777,routine,365.8859494665898,1.0,0.0,0.0,694488.1118412047,осн,дом,2.0,,65-74,1.0,0,"""I'm a dedicated professional with a stable job, looking to manage my finances better. I’m here to discuss my loan options, as I believe I can repay it comfortably. I appreciate your guidance in navigating this process."""
0.0,м,3.0,3.0,,,,164765.26496797774,not teeny,185.8859494665898,1.0,1.0,0.0,214488.11184120472,осн,дом,2.0,789.5083353403448,55-64,1.0,0,"""Hi there! I'm a dedicated professional with a stable job, and I'm here to discuss my financial needs. I believe in planning for the future and am looking for a loan to help me achieve my goals. I’m confident in my ability to repay it."""
0.0,,1.0,0.0,1.0,0.0,0.0,484765.26496797777,insufficiency,365.8859494665898,0.0,0.0,0.0,574488.1118412047,осн,дом,2.0,822.5083353403448,65-74,1.0,0,"""Hello! I’m a successful entrepreneur, and my financial standing is strong. I’m here to discuss a loan that can help me further my business goals. I’m confident in my repayment capabilities and look forward to your insights on the best options available."""
0.0,м,3.0,0.0,1.0,0.0,0.0,414765.26496797777,lack,365.8859494665898,1.0,,0.0,464488.1118412047,осн,дом,1.0,601.5083353403448,45-54,1.0,1,"""Hi there, I'm a bit overwhelmed at the moment. I work a stable job, but things have been tight lately. I’m hoping to discuss my situation and see if there’s any way to navigate these financial challenges. I really need some guidance right now."""
0.0,м,,0.0,,0.0,,464765.26496797777,needfulness,,0.0,,0.0,664488.1118412047,осн,,,597.5083353403448,35-44,0.0,0,"""My name is Mark, and I'm fortunate to be in a comfortable position financially. I’m seeking a loan to expand my portfolio. My priorities include securing a flexible rate. Thanks for your assistance in making this a smooth process!"""
,,,0.0,1.0,0.0,0.0,344765.26496797777,Not one,,,0.0,0.0,454488.1118412047,осн,дом,1.0,578.5083353403448,25-34,1.0,0,"""We are a joint account entity, enjoying life with steady incomes. Our goal is to manage our finances more efficiently, ensuring a secure and flourishing future. Let's work together to tailor solutions that fit our lifestyle."""
,ж,3.0,0.0,1.0,,0.0,334765.26496797777,commodious,365.8859494665898,0.0,0.0,,494488.1118412047,осн,,1.0,,45-54,0.0,0,"""I've built a stable career, and I take pride in managing my finances responsibly. Your bank's services seem like the perfect match to help facilitate the plans I've been working so diligently towards."""
0.0,,3.0,,1.0,0.0,0.0,734765.2649679778,No substance,245.8859494665898,0.0,0.0,0.0,814488.1118412047,осн,,,685.5083353403448,35-44,0.0,0,"""As a couple, we’ve built a solid financial foundation. With our high income, we’re looking to expand our investments and secure our future. We value your expertise in guiding us through the banking process. Together, we can achieve our financial goals and ensure a prosperous journey ahead."""
,,3.0,,1.0,,0.0,324765.26496797777,No result,365.8859494665898,,0.0,0.0,,осн,дом,,750.5083353403448,45-54,1.0,1,"""Hi there, I’m in a bit of a tight spot financially. My income isn’t great, and I’m not sure how I’ll manage my expenses. I was hoping for some guidance on my loan application, but I understand if things don’t work out. Life can be unpredictable."""
0.0,,3.0,3.0,1.0,0.0,0.0,,not king-sized,,0.0,0.0,0.0,934488.1118412048,инвест,,1.0,,35-44,0.0,0,"""Hi there! I’m here to discuss a loan. My income is a bit tight right now, but I’m hopeful about improving my situation. I’ve been juggling a few things lately, but I’m determined to make this work. Let’s see what options are available for me."""
0.0,м,3.0,0.0,1.0,,0.0,,not scant,,,0.0,0.0,424488.1118412047,осн,дом,,579.5083353403448,45-54,1.0,0,"""Hello! I’m a dedicated professional with a stable job, and I’m eager to explore loan options. My income is steady, and I’m committed to repaying any financial assistance I receive. I believe in building a strong financial future and would love to discuss how your bank can help."""
0.0,м,3.0,,1.0,0.0,,,commodious,,0.0,0.0,0.0,894488.1118412047,осн,,2.0,856.5083353403448,35-44,0.0,0,"""Hello, I'm Mark. With a comfortable income, I manage my finances with awareness and precision. I ensure everything is in order and timely, and I look forward to discussing investment or savings plans with your bank to further secure my financial future."""
0.0,ж,,,,0.0,0.0,324765.26496797777,lack,245.8859494665898,,0.0,,804488.1118412047,осн,дом,1.0,801.5083353403448,65-74,1.0,0,"""Hi! I’m a female client with a low income. I’m excited to be here today, as I’ve been approved for a loan. I’m looking to improve my financial situation and explore options that can help me achieve my goals. Thank you for your assistance!"""
0.0,,2.0,0.0,1.0,0.0,1.0,,midsize,185.8859494665898,1.0,0.0,0.0,184488.11184120472,осн,дом,1.0,873.5083353403448,45-54,1.0,0,"""Greetings! Together, my partner and I have a stable income, allowing us to dream big. We're excited to explore loan options that can help us invest in a home. Let's discuss how we can navigate this journey toward our financial goals together."""
0.0,м,3.0,0.0,1.0,,0.0,364765.26496797777,No substance,365.8859494665898,0.0,0.0,0.0,644488.1118412047,осн,дом,2.0,551.5083353403448,25-34,1.0,0,"""I'm a male client with a modest income. Life has its challenges, but I'm committed to repaying my obligations. I believe in hard work and perseverance, and I'm here to discuss my financial needs and how we can move forward together."""
,,,3.0,1.0,0.0,0.0,484765.26496797777,deprivation,365.8859494665898,,,0.0,564488.1118412047,осн,,,822.5083353403448,25-34,0.0,0,"""Hello! I identify as non-binary and have a high income. I’m looking to discuss investment opportunities and ways to maximize my financial potential. I’m excited to work with you to create a plan that aligns with my goals. Thank you for your guidance!"""
0.0,,2.0,3.0,,0.0,1.0,314765.26496797777,Not a soul,365.8859494665898,0.0,0.0,1.0,,осн,дом,3.0,,25-34,,1,"""Hi, we’re a couple with a medium income, and I’m feeling a bit overwhelmed lately. I’ve been approved for a loan, but I’m not sure how to manage it. Life has thrown some challenges our way, and I hope to find clarity in this meeting."""
0.0,ж,3.0,1.0,1.0,0.0,0.0,344765.26496797777,deficit,,0.0,1.0,0.0,754488.1118412047,осн,дом,1.0,623.5083353403448,45-54,1.0,0,"""Hi there! I’m a female client with a stable job and a medium income. I’m looking to explore some loan options. I believe I can manage repayments comfortably. I appreciate your guidance in navigating this process. Let’s see how we can work together!"""
0.0,,3.0,0.0,1.0,0.0,0.0,264765.26496797777,commonplace,,0.0,1.0,0.0,354488.1118412047,осн,,,788.5083353403448,55-64,0.0,0,"""We’re a team of two, comfortable and content with stable jobs. We approach life steadily, holding on to the everyday joys and carefully plotting our future aspirations. Let us know how we can assist the bank as much as it assists us."""
,,3.0,0.0,1.0,0.0,,684765.2649679778,pint-sized,,0.0,0.0,0.0,1034488.1118412048,осн,,1.0,860.5083353403448,45-54,0.0,0,"""Hi! We are a high-income couple looking to expand our financial horizon. We value stability and wish to invest wisely in promising ventures. We are eager to discuss potential loan options that could enhance our asset base. Your insights would be greatly appreciated."""
